8:00 PM, October 27, 2015,Detroit Pistons,25,23,34,24,0,Atlanta Hawks,25,18,23,28,0
8:00 PM, October 27, 2015,Cleveland Cavaliers,17,23,28,27,0,Chicago Bulls,26,20,25,26,0
10:30 PM, October 27, 2015,New Orleans Pelicans,35,14,26,20,0,Golden State Warriors,39,20,35,17,0
7:00 PM, October 28, 2015,Washington Wizards,31,22,12,23,0,Orlando Magic,29,22,16,20,0
7:30 PM, October 28, 2015,Philadelphia 76ers,26,14,27,28,0,Boston Celtics,21,30,28,33,0
7:30 PM, October 28, 2015,Chicago Bulls,30,28,28,29,0,Brooklyn Nets,19,36,16,29,0
7:30 PM, October 28, 2015,Utah Jazz,15,29,20,23,0,Detroit Pistons,16,25,28,23,0
7:30 PM, October 28, 2015,Charlotte Hornets,27,17,16,34,0,Miami Heat,23,31,19,31,0
7:30 PM, October 28, 2015,Indiana Pacers,30,15,23,31,0,Toronto Raptors,20,17,35,34,0
8:00 PM, October 28, 2015,Denver Nuggets,27,26,23,29,0,Houston Rockets,21,28,14,22,0
8:00 PM, October 28, 2015,Cleveland Cavaliers,26,27,26,27,0,Memphis Grizzlies,10,22,23,21,0
8:00 PM, October 28, 2015,New York Knicks,27,36,27,32,0,Milwaukee Bucks,23,28,22,24,0
8:00 PM, October 28, 2015,San Antonio Spurs,27,28,28,23,0,Oklahoma City Thunder,29,21,29,33,0
10:00 PM, October 28, 2015,Dallas Mavericks,24,30,34,23,0,Phoenix Suns,22,23,21,29,0
10:00 PM, October 28, 2015,New Orleans Pelicans,18,25,24,27,0,Portland Trail Blazers,43,27,17,25,0
10:00 PM, October 28, 2015,LA Clippers,25,31,29,26,0,Sacramento Kings,17,29,28,30,0
10:30 PM, October 28, 2015,Minnesota Timberwolves,22,29,37,24,0,Los Angeles Lakers,31,29,35,16,0
7:00 PM, October 29, 2015,Memphis Grizzlies,29,21,23,39,0,Indiana Pacers,20,29,26,28,0
8:00 PM, October 29, 2015,Atlanta Hawks,30,31,23,28,0,New York Knicks,20,25,27,29,0
10:30 PM, October 29, 2015,Dallas Mavericks,17,26,25,20,0,LA Clippers,22,29,34,19,0
7:00 PM, October 30, 2015,Miami Heat,23,19,25,25,0,Cleveland Cavaliers,29,18,29,26,0
7:00 PM, October 30, 2015,Oklahoma City Thunder,31,22,22,42,22,Orlando Magic,35,32,26,24,19
7:00 PM, October 30, 2015,Utah Jazz,28,22,24,25,0,Philadelphia 76ers,19,14,20,18,0
7:30 PM, October 30, 2015,Toronto Raptors,26,28,30,29,0,Boston Celtics,26,28,21,28,0
7:30 PM, October 30, 2015,Chicago Bulls,19,20,25,19,11,Detroit Pistons,23,12,29,19,15
8:00 PM, October 30, 2015,Charlotte Hornets,22,30,17,25,0,Atlanta Hawks,29,24,23,21,0
8:00 PM, October 30, 2015,Washington Wizards,22,39,21,36,0,Milwaukee Bucks,33,32,27,21,0
8:30 PM, October 30, 2015,Brooklyn Nets,21,26,17,11,0,San Antonio Spurs,25,17,34,26,0
9:00 PM, October 30, 2015,Minnesota Timberwolves,26,23,30,16,0,Denver Nuggets,16,23,24,15,0
9:30 PM, October 30, 2015,Golden State Warriors,30,27,24,31,0,Houston Rockets,29,15,21,27,0
10:00 PM, October 30, 2015,Los Angeles Lakers,24,26,33,31,0,Sacramento Kings,40,34,28,30,0
10:30 PM, October 30, 2015,Portland Trail Blazers,23,26,20,23,0,Phoenix Suns,27,28,28,27,0
7:00 PM, October 31, 2015,Utah Jazz,23,19,28,27,0,Indiana Pacers,29,20,12,15,0
7:00 PM, October 31, 2015,New York Knicks,29,30,28,30,0,Washington Wizards,29,27,34,20,0
7:30 PM, October 31, 2015,Golden State Warriors,31,33,41,29,0,New Orleans Pelicans,28,37,26,29,0
8:00 PM, October 31, 2015,Brooklyn Nets,26,19,24,22,0,Memphis Grizzlies,31,25,23,22,0
10:00 PM, October 31, 2015,Phoenix Suns,27,29,18,27,0,Portland Trail Blazers,23,25,23,19,0
10:30 PM, October 31, 2015,Sacramento Kings,31,24,24,30,0,LA Clippers,24,35,24,31,0
2:00 PM, November 1, 2015,Atlanta Hawks,28,18,24,24,0,Charlotte Hornets,18,21,37,16,0
3:30 PM, November 1, 2015,San Antonio Spurs,23,21,20,31,0,Boston Celtics,13,18,23,33,0
6:00 PM, November 1, 2015,Houston Rockets,35,28,12,14,0,Miami Heat,30,14,31,34,0
6:00 PM, November 1, 2015,Milwaukee Bucks,19,22,30,16,0,Toronto Raptors,24,31,26,25,0
7:00 PM, November 1, 2015,Orlando Magic,26,14,23,24,0,Chicago Bulls,29,25,21,17,0
7:00 PM, November 1, 2015,Denver Nuggets,22,28,20,23,0,Oklahoma City Thunder,29,29,37,22,0
9:30 PM, November 1, 2015,Dallas Mavericks,32,22,27,22,0,Los Angeles Lakers,21,24,19,29,0
7:00 PM, November 2, 2015,Cleveland Cavaliers,18,31,33,25,0,Philadelphia 76ers,32,22,18,28,0
7:30 PM, November 2, 2015,Milwaukee Bucks,33,26,21,23,0,Brooklyn Nets,33,15,32,16,0
7:30 PM, November 2, 2015,San Antonio Spurs,18,29,23,24,0,New York Knicks,21,14,30,19,0
8:00 PM, November 2, 2015,Oklahoma City Thunder,26,39,14,26,0,Houston Rockets,21,33,28,28,0
8:00 PM, November 2, 2015,Portland Trail Blazers,21,32,30,23,0,Minnesota Timberwolves,34,19,27,21,0
10:30 PM, November 2, 2015,Memphis Grizzlies,22,12,15,20,0,Golden State Warriors,21,32,40,26,0
10:30 PM, November 2, 2015,Phoenix Suns,23,16,33,24,0,LA Clippers,22,26,27,27,0
7:00 PM, November 3, 2015,Chicago Bulls,20,27,30,28,0,Charlotte Hornets,37,32,31,30,0
7:30 PM, November 3, 2015,Indiana Pacers,24,35,26,9,0,Detroit Pistons,30,17,20,15,0
7:30 PM, November 3, 2015,Atlanta Hawks,25,26,28,19,0,Miami Heat,24,16,25,27,0
8:00 PM, November 3, 2015,Orlando Magic,28,29,21,25,0,New Orleans Pelicans,17,26,26,25,0
8:30 PM, November 3, 2015,Toronto Raptors,31,18,25,28,0,Dallas Mavericks,25,26,22,18,0
10:00 PM, November 3, 2015,Memphis Grizzlies,25,25,33,20,0,Sacramento Kings,29,11,27,22,0
10:30 PM, November 3, 2015,Denver Nuggets,30,30,33,27,0,Los Angeles Lakers,36,21,26,26,0
7:00 PM, November 4, 2015,Boston Celtics,16,27,29,26,0,Indiana Pacers,23,26,24,27,0
7:00 PM, November 4, 2015,San Antonio Spurs,23,28,22,26,0,Washington Wizards,22,25,19,36,0
8:00 PM, November 4, 2015,Brooklyn Nets,17,26,27,17,0,Atlanta Hawks,23,18,31,29,0
8:00 PM, November 4, 2015,New York Knicks,32,14,23,17,0,Cleveland Cavaliers,18,20,32,26,0
8:00 PM, November 4, 2015,Orlando Magic,35,24,29,22,4,Houston Rockets,34,34,22,20,9
8:00 PM, November 4, 2015,Philadelphia 76ers,21,24,22,20,0,Milwaukee Bucks,29,18,21,23,0
8:00 PM, November 4, 2015,Toronto Raptors,13,27,33,30,0,Oklahoma City Thunder,23,16,42,17,0
9:00 PM, November 4, 2015,Sacramento Kings,18,22,29,28,0,Phoenix Suns,28,21,32,37,0
9:00 PM, November 4, 2015,Portland Trail Blazers,27,30,19,32,0,Utah Jazz,26,23,19,24,0
10:30 PM, November 4, 2015,LA Clippers,25,31,27,25,0,Golden State Warriors,31,32,19,30,0
8:00 PM, November 5, 2015,Oklahoma City Thunder,28,22,23,25,0,Chicago Bulls,25,32,19,28,0
8:00 PM, November 5, 2015,Miami Heat,22,27,24,23,0,Minnesota Timberwolves,15,24,22,23,0
8:30 PM, November 5, 2015,Charlotte Hornets,27,27,24,30,0,Dallas Mavericks,23,30,14,27,0
9:00 PM, November 5, 2015,Utah Jazz,19,21,25,31,0,Denver Nuggets,24,18,22,20,0
10:30 PM, November 5, 2015,Memphis Grizzlies,23,23,25,25,0,Portland Trail Blazers,18,32,40,25,0
7:00 PM, November 6, 2015,Toronto Raptors,15,21,33,18,0,Orlando Magic,21,24,19,28,0
7:30 PM, November 6, 2015,Washington Wizards,25,24,25,24,0,Boston Celtics,40,32,28,18,0
7:30 PM, November 6, 2015,Los Angeles Lakers,18,34,27,25,0,Brooklyn Nets,27,20,25,26,0
7:30 PM, November 6, 2015,Philadelphia 76ers,25,25,23,29,0,Cleveland Cavaliers,28,21,32,27,0
7:30 PM, November 6, 2015,Milwaukee Bucks,30,26,19,24,0,New York Knicks,20,33,20,19,0
8:00 PM, November 6, 2015,Miami Heat,26,23,19,19,0,Indiana Pacers,16,33,22,19,0
8:00 PM, November 6, 2015,Atlanta Hawks,26,32,31,32,0,New Orleans Pelicans,28,19,32,36,0
9:30 PM, November 6, 2015,Detroit Pistons,21,21,25,33,0,Phoenix Suns,14,26,23,29,0
10:30 PM, November 6, 2015,Denver Nuggets,23,21,31,29,0,Golden State Warriors,40,34,25,20,0
10:30 PM, November 6, 2015,Houston Rockets,29,32,24,31,0,Sacramento Kings,23,27,28,32,0
6:00 PM, November 7, 2015,Minnesota Timberwolves,30,28,18,17,9,Chicago Bulls,28,29,20,16,0
7:00 PM, November 7, 2015,Orlando Magic,25,26,30,24,0,Philadelphia 76ers,17,27,29,24,0
7:30 PM, November 7, 2015,Washington Wizards,19,26,33,21,0,Atlanta Hawks,19,22,34,39,0
8:30 PM, November 7, 2015,New Orleans Pelicans,21,27,22,28,0,Dallas Mavericks,26,16,30,35,0
8:30 PM, November 7, 2015,Brooklyn Nets,24,20,17,25,0,Milwaukee Bucks,18,26,23,27,0
8:30 PM, November 7, 2015,Charlotte Hornets,21,26,29,18,0,San Antonio Spurs,29,22,42,21,0
