7:00 PM, December 22, 2020,Golden State Warriors,25,20,26,28,0,Brooklyn Nets,40,23,36,26,0
10:00 PM, December 22, 2020,LA Clippers,39,17,33,27,0,Los Angeles Lakers,19,35,24,31,0
7:00 PM, December 23, 2020,Charlotte Hornets,23,21,36,34,0,Cleveland Cavaliers,24,41,28,28,0
7:00 PM, December 23, 2020,New York Knicks,33,33,16,25,0,Indiana Pacers,35,26,27,33,0
7:00 PM, December 23, 2020,Miami Heat,29,24,30,24,0,Orlando Magic,27,29,23,34,0
7:00 PM, December 23, 2020,Washington Wizards,26,33,24,24,0,Philadelphia 76ers,30,28,15,40,0
7:30 PM, December 23, 2020,Milwaukee Bucks,34,25,25,37,0,Boston Celtics,31,33,37,21,0
7:30 PM, December 23, 2020,New Orleans Pelicans,23,27,38,25,0,Toronto Raptors,26,31,22,20,0
8:00 PM, December 23, 2020,Atlanta Hawks,42,41,28,13,0,Chicago Bulls,29,30,20,25,0
8:00 PM, December 23, 2020,San Antonio Spurs,30,36,33,32,0,Memphis Grizzlies,33,20,35,31,0
8:00 PM, December 23, 2020,Detroit Pistons,34,23,28,16,0,Minnesota Timberwolves,25,31,24,31,0
9:00 PM, December 23, 2020,Sacramento Kings,25,28,36,23,12,Denver Nuggets,31,29,24,28,10
10:00 PM, December 23, 2020,Utah Jazz,32,33,29,26,0,Portland Trail Blazers,25,19,24,32,0
10:30 PM, December 23, 2020,Dallas Mavericks,22,23,26,31,0,Phoenix Suns,23,30,24,29,0
8:00 PM, December 23, 2020,Oklahoma City Thunder,5,1,.833,-,0,Houston Rockets,6,2,.750,-,0
12:00 PM, December 25, 2020,New Orleans Pelicans,26,27,26,19,0,Miami Heat,29,37,22,23,0
2:30 PM, December 25, 2020,Golden State Warriors,25,31,20,23,0,Milwaukee Bucks,33,33,34,38,0
5:00 PM, December 25, 2020,Brooklyn Nets,26,25,35,37,0,Boston Celtics,22,32,23,18,0
8:00 PM, December 25, 2020,Dallas Mavericks,30,27,28,30,0,Los Angeles Lakers,33,36,30,39,0
10:30 PM, December 25, 2020,LA Clippers,32,40,26,23,0,Denver Nuggets,26,29,24,29,0
5:00 PM, December 26, 2020,Atlanta Hawks,27,31,29,35,0,Memphis Grizzlies,22,34,32,24,0
7:00 PM, December 26, 2020,Oklahoma City Thunder,26,31,23,29,0,Charlotte Hornets,28,31,16,32,0
7:00 PM, December 26, 2020,Cleveland Cavaliers,26,33,22,20,27,Detroit Pistons,26,27,33,15,18
7:00 PM, December 26, 2020,Orlando Magic,32,31,29,38,0,Washington Wizards,32,27,32,29,0
7:30 PM, December 26, 2020,Philadelphia 76ers,27,33,26,23,0,New York Knicks,27,28,14,20,0
8:00 PM, December 26, 2020,Indiana Pacers,27,39,33,26,0,Chicago Bulls,28,28,15,35,0
8:30 PM, December 26, 2020,Toronto Raptors,39,19,28,28,0,San Antonio Spurs,33,28,30,28,0
9:00 PM, December 26, 2020,Minnesota Timberwolves,31,37,20,28,0,Utah Jazz,27,26,26,32,0
10:00 PM, December 26, 2020,Houston Rockets,31,37,17,28,13,Portland Trail Blazers,27,31,26,29,15
10:00 PM, December 26, 2020,Phoenix Suns,25,29,25,24,0,Sacramento Kings,31,27,25,23,0
3:30 PM, December 27, 2020,Dallas Mavericks,36,41,27,20,0,LA Clippers,13,14,30,16,0
7:00 PM, December 27, 2020,Brooklyn Nets,22,28,27,27,0,Charlotte Hornets,23,25,34,24,0
7:00 PM, December 27, 2020,Orlando Magic,29,33,15,43,0,Washington Wizards,35,25,34,19,0
7:00 PM, December 27, 2020,San Antonio Spurs,18,27,26,24,0,New Orleans Pelicans,16,31,32,19,0
7:30 PM, December 27, 2020,Philadelphia 76ers,24,26,22,22,0,Cleveland Cavaliers,29,35,29,25,0
7:30 PM, December 27, 2020,Milwaukee Bucks,27,18,30,35,0,New York Knicks,30,31,35,34,0
8:00 PM, December 27, 2020,Boston Celtics,23,32,28,24,0,Indiana Pacers,19,30,39,20,0
8:00 PM, December 27, 2020,Golden State Warriors,24,36,33,36,0,Chicago Bulls,27,29,41,31,0
9:00 PM, December 27, 2020,Phoenix Suns,28,28,34,26,0,Sacramento Kings,33,20,25,22,0
10:00 PM, December 27, 2020,Minnesota Timberwolves,23,22,22,24,0,Los Angeles Lakers,40,27,36,24,0
7:30 PM, December 28, 2020,Detroit Pistons,25,31,31,33,0,Atlanta Hawks,33,32,35,28,0
7:30 PM, December 28, 2020,Memphis Grizzlies,32,22,33,19,10,Brooklyn Nets,23,32,30,21,5
8:00 PM, December 28, 2020,Utah Jazz,22,27,35,26,0,Oklahoma City Thunder,24,28,35,22,0
9:00 PM, December 28, 2020,Houston Rockets,26,34,23,28,0,Denver Nuggets,36,34,36,18,0
10:00 PM, December 28, 2020,Portland Trail Blazers,22,36,26,31,0,Los Angeles Lakers,30,24,31,22,0
7:00 PM, December 29, 2020,New York Knicks,29,24,18,24,0,Cleveland Cavaliers,15,31,18,22,0
7:00 PM, December 29, 2020,Golden State Warriors,24,24,29,39,0,Detroit Pistons,29,22,25,30,0
7:00 PM, December 29, 2020,Boston Celtics,31,27,25,33,0,Indiana Pacers,26,31,37,17,0
7:00 PM, December 29, 2020,Toronto Raptors,28,28,20,17,0,Philadelphia 76ers,17,31,28,24,0
