Time,Date,Year,Away Team,Away Team 1st,Away Team 2nd,Away Team 3rd,Away Team 4th,Away Team OT,Home Team,Home Team 1st,Home Team 2nd,Home Team 3rd,Home Team 4th,Home Team OT
10:30 PM, October 23, 2021,Memphis Grizzlies,25,34,38,23,0,LA Clippers,34,28,27,25,0
4:00 PM, October 24, 2021,Charlotte Hornets,27,23,29,32,0,Brooklyn Nets,31,27,20,17,0
7:00 PM, October 24, 2021,Orlando Magic,27,25,22,36,0,New York Knicks,29,28,23,24,0
7:00 PM, October 24, 2021,Boston Celtics,22,31,36,18,0,Houston Rockets,30,21,21,25,0
7:00 PM, October 24, 2021,Philadelphia 76ers,36,23,28,28,0,Oklahoma City Thunder,26,25,27,25,0
9:00 PM, October 24, 2021,Golden State Warriors,29,31,30,29,0,Sacramento Kings,31,31,26,19,0
9:30 PM, October 24, 2021,Memphis Grizzlies,24,32,34,28,0,Los Angeles Lakers,29,33,25,34,0
7:00 PM, October 25, 2021,Boston Celtics,33,35,26,28,18,Charlotte Hornets,33,33,31,25,7
7:00 PM, October 25, 2021,Milwaukee Bucks,34,32,35,18,0,Indiana Pacers,30,27,29,23,0
7:30 PM, October 25, 2021,Detroit Pistons,18,36,25,25,0,Atlanta Hawks,28,34,33,27,0
7:30 PM, October 25, 2021,Washington Wizards,20,22,22,26,0,Brooklyn Nets,38,21,23,22,0
7:30 PM, October 25, 2021,Orlando Magic,15,29,26,20,0,Miami Heat,27,30,24,26,0
7:30 PM, October 25, 2021,Chicago Bulls,24,37,31,19,0,Toronto Raptors,24,27,29,28,0
8:00 PM, October 25, 2021,New Orleans Pelicans,25,29,26,27,0,Minnesota Timberwolves,19,24,30,25,0
9:00 PM, October 25, 2021,Cleveland Cavaliers,29,21,25,24,0,Denver Nuggets,24,22,24,17,0
10:30 PM, October 25, 2021,Portland Trail Blazers,17,25,19,25,0,LA Clippers,31,25,35,25,0
7:30 PM, October 26, 2021,Philadelphia 76ers,26,16,30,27,0,New York Knicks,23,39,28,22,0
8:00 PM, October 26, 2021,Golden State Warriors,29,19,33,25,0,Oklahoma City Thunder,34,25,17,22,0
8:30 PM, October 26, 2021,Houston Rockets,31,29,28,18,0,Dallas Mavericks,27,30,34,25,0
8:30 PM, October 26, 2021,Los Angeles Lakers,27,34,24,29,11,San Antonio Spurs,29,33,35,17,7
10:00 PM, October 26, 2021,Denver Nuggets,31,33,26,20,0,Utah Jazz,35,31,25,31,0
7:00 PM, October 27, 2021,Charlotte Hornets,31,33,27,29,0,Orlando Magic,31,30,32,18,0
7:30 PM, October 27, 2021,Washington Wizards,24,38,25,29,0,Boston Celtics,19,33,34,21,0
7:30 PM, October 27, 2021,Miami Heat,29,20,32,25,0,Brooklyn Nets,22,29,23,19,0
7:30 PM, October 27, 2021,Indiana Pacers,24,24,23,29,0,Toronto Raptors,29,28,30,31,0
7:30 PM, October 27, 2021,Atlanta Hawks,19,34,31,18,0,New Orleans Pelicans,33,26,18,22,0
8:00 PM, October 27, 2021,Minnesota Timberwolves,44,22,28,19,0,Milwaukee Bucks,34,24,21,29,0
8:00 PM, October 27, 2021,Los Angeles Lakers,41,31,23,20,0,Oklahoma City Thunder,19,37,41,26,0
10:00 PM, October 27, 2021,Sacramento Kings,23,30,29,28,0,Phoenix Suns,29,32,15,31,0
10:00 PM, October 27, 2021,Memphis Grizzlies,27,30,20,19,0,Portland Trail Blazers,24,27,36,29,0
10:30 PM, October 27, 2021,Cleveland Cavaliers,23,24,25,20,0,LA Clippers,14,26,24,15,0
7:00 PM, October 28, 2021,Detroit Pistons,22,24,21,35,0,Philadelphia 76ers,21,31,27,31,0
7:00 PM, October 28, 2021,Atlanta Hawks,32,23,31,25,0,Washington Wizards,33,31,36,22,0
8:00 PM, October 28, 2021,New York Knicks,27,28,27,22,0,Chicago Bulls,25,26,22,30,0
8:00 PM, October 28, 2021,Utah Jazz,32,29,31,30,0,Houston Rockets,18,22,32,19,0
8:30 PM, October 28, 2021,San Antonio Spurs,25,24,27,23,0,Dallas Mavericks,15,32,29,28,0
10:00 PM, October 28, 2021,Memphis Grizzlies,20,25,28,25,6,Golden State Warriors,37,18,24,19,3
7:00 PM, October 29, 2021,Orlando Magic,20,31,27,31,0,Toronto Raptors,23,31,23,33,0
7:30 PM, October 29, 2021,Indiana Pacers,38,17,19,24,0,Brooklyn Nets,26,32,27,20,0
7:30 PM, October 29, 2021,Charlotte Hornets,22,24,29,24,0,Miami Heat,33,31,20,30,0
8:00 PM, October 29, 2021,Sacramento Kings,33,26,18,36,0,New Orleans Pelicans,26,22,24,37,0
10:00 PM, October 29, 2021,Dallas Mavericks,21,23,12,19,0,Denver Nuggets,29,25,33,19,0
10:00 PM, October 29, 2021,LA Clippers,24,16,27,25,0,Portland Trail Blazers,25,23,28,35,0
10:30 PM, October 29, 2021,Cleveland Cavaliers,28,26,31,16,0,Los Angeles Lakers,21,33,34,25,0
5:00 PM, October 30, 2021,Boston Celtics,20,27,26,30,9,Washington Wizards,25,28,23,27,12
7:00 PM, October 30, 2021,Orlando Magic,20,27,26,30,0,Detroit Pistons,25,23,34,28,0
7:00 PM, October 30, 2021,New York Knicks,34,29,25,35,0,New Orleans Pelicans,28,31,24,34,0
7:30 PM, October 30, 2021,Toronto Raptors,22,24,21,30,0,Indiana Pacers,25,22,19,28,0
7:30 PM, October 30, 2021,Atlanta Hawks,15,31,23,25,0,Philadelphia 76ers,28,32,29,33,0
8:00 PM, October 30, 2021,Utah Jazz,24,33,15,27,0,Chicago Bulls,25,29,25,28,0
8:00 PM, October 30, 2021,Miami Heat,38,29,35,27,0,Memphis Grizzlies,22,32,25,24,0
8:00 PM, October 30, 2021,San Antonio Spurs,27,18,24,33,0,Milwaukee Bucks,24,23,20,26,0
8:30 PM, October 30, 2021,Oklahoma City Thunder,20,24,14,24,0,Golden State Warriors,28,27,27,21,0
9:00 PM, October 30, 2021,Denver Nuggets,23,20,26,24,0,Minnesota Timberwolves,32,15,26,18,0
10:00 PM, October 30, 2021,Cleveland Cavaliers,31,15,19,27,0,Phoenix Suns,24,26,28,23,0
3:30 PM, October 31, 2021,Sacramento Kings,22,25,25,27,0,Dallas Mavericks,31,22,29,23,0
7:00 PM, October 31, 2021,Portland Trail Blazers,29,31,28,25,0,Charlotte Hornets,27,26,36,36,0
7:00 PM, October 31, 2021,Utah Jazz,30,27,27,23,0,Milwaukee Bucks,23,25,21,26,0
7:30 PM, October 31, 2021,Detroit Pistons,25,24,25,17,0,Brooklyn Nets,28,36,32,21,0
10:30 PM, October 31, 2021,Houston Rockets,15,20,19,31,0,Los Angeles Lakers,27,27,21,20,0
7:00 PM, November 1, 2021,Cleveland Cavaliers,40,25,23,25,0,Charlotte Hornets,21,28,27,34,0
7:00 PM, November 1, 2021,San Antonio Spurs,33,23,27,35,0,Indiana Pacers,43,35,31,22,0
7:00 PM, November 1, 2021,Portland Trail Blazers,21,32,28,22,0,Philadelphia 76ers,27,27,32,27,0
7:30 PM, November 1, 2021,Washington Wizards,23,37,17,34,0,Atlanta Hawks,34,29,21,34,0
7:30 PM, November 1, 2021,Chicago Bulls,34,25,30,39,0,Boston Celtics,35,32,36,11,0
7:30 PM, November 1, 2021,Toronto Raptors,26,27,38,22,0,New York Knicks,34,23,22,25,0
8:00 PM, November 1, 2021,Denver Nuggets,26,32,15,24,0,Memphis Grizzlies,31,29,22,24,0
8:00 PM, November 1, 2021,Orlando Magic,26,27,19,43,0,Minnesota Timberwolves,32,26,20,19,0
10:30 PM, November 1, 2021,Oklahoma City Thunder,23,21,30,20,0,LA Clippers,14,26,26,33,0
7:00 PM, November 2, 2021,Milwaukee Bucks,27,30,33,27,0,Detroit Pistons,20,19,23,27,0
7:30 PM, November 2, 2021,Miami Heat,24,46,29,26,0,Dallas Mavericks,30,32,26,22,0
9:00 PM, November 2, 2021,Sacramento Kings,29,30,28,26,0,Utah Jazz,33,25,32,29,0
10:00 PM, November 2, 2021,New Orleans Pelicans,36,23,23,18,0,Phoenix Suns,22,26,28,36,0
10:30 PM, November 2, 2021,Houston Rockets,35,35,19,28,0,Los Angeles Lakers,32,32,23,32,0
7:00 PM, November 3, 2021,Portland Trail Blazers,26,27,24,27,0,Cleveland Cavaliers,23,37,27,20,0
7:00 PM, November 3, 2021,New York Knicks,22,28,25,23,0,Indiana Pacers,36,23,21,31,0
7:00 PM, November 3, 2021,Boston Celtics,26,18,31,17,0,Orlando Magic,28,18,10,23,0
7:00 PM, November 3, 2021,Chicago Bulls,19,25,28,26,0,Philadelphia 76ers,29,29,26,19,0
7:00 PM, November 3, 2021,Toronto Raptors,29,30,27,23,0,Washington Wizards,29,19,29,23,0
7:30 PM, November 3, 2021,Atlanta Hawks,28,31,20,29,0,Brooklyn Nets,35,26,34,22,0
8:00 PM, November 3, 2021,Denver Nuggets,19,36,28,23,0,Memphis Grizzlies,37,19,22,30,0
8:00 PM, November 3, 2021,LA Clippers,27,31,45,23,0,Minnesota Timberwolves,23,31,34,27,0
8:30 PM, November 3, 2021,Dallas Mavericks,28,31,22,28,0,San Antonio Spurs,28,30,25,25,0
10:00 PM, November 3, 2021,Charlotte Hornets,26,26,15,25,0,Golden State Warriors,21,32,27,34,0
10:00 PM, November 3, 2021,New Orleans Pelicans,26,26,35,12,0,Sacramento Kings,27,29,36,20,0
7:00 PM, November 4, 2021,Philadelphia 76ers,31,32,23,23,0,Detroit Pistons,32,34,16,16,0
7:30 PM, November 4, 2021,Utah Jazz,15,24,36,41,0,Atlanta Hawks,16,24,34,24,0
7:30 PM, November 4, 2021,Boston Celtics,18,33,24,20,0,Miami Heat,24,9,24,21,0
10:00 PM, November 4, 2021,Houston Rockets,30,31,25,25,0,Phoenix Suns,36,20,37,30,0
10:30 PM, November 4, 2021,Oklahoma City Thunder,21,27,24,35,0,Los Angeles Lakers,25,27,28,24,0
7:00 PM, November 5, 2021,Brooklyn Nets,28,11,39,18,0,Detroit Pistons,23,16,23,28,0
7:00 PM, November 5, 2021,San Antonio Spurs,30,19,23,30,0,Orlando Magic,20,16,26,27,0
7:00 PM, November 5, 2021,Memphis Grizzlies,31,16,21,19,0,Washington Wizards,35,25,31,24,0
7:30 PM, November 5, 2021,Cleveland Cavaliers,28,20,26,28,0,Toronto Raptors,29,28,23,21,0
7:30 PM, November 5, 2021,New York Knicks,19,37,32,25,0,Milwaukee Bucks,38,25,20,15,0
8:00 PM, November 5, 2021,LA Clippers,23,24,28,29,0,Minnesota Timberwolves,33,24,15,12,0
10:00 PM, November 5, 2021,New Orleans Pelicans,31,19,16,19,0,Golden State Warriors,38,16,34,38,0
10:00 PM, November 5, 2021,Indiana Pacers,19,34,30,23,0,Portland Trail Blazers,24,35,23,28,0
10:00 PM, November 5, 2021,Charlotte Hornets,22,31,36,21,0,Sacramento Kings,41,33,32,34,0
5:00 PM, November 6, 2021,Houston Rockets,27,20,24,23,0,Denver Nuggets,26,20,26,23,0
7:30 PM, November 6, 2021,Utah Jazz,24,28,26,37,0,Miami Heat,27,28,32,31,0
8:00 PM, November 6, 2021,Philadelphia 76ers,22,35,27,30,0,Chicago Bulls,21,26,30,28,0
8:30 PM, November 6, 2021,Boston Celtics,15,25,32,32,0,Dallas Mavericks,29,28,22,28,0
10:00 PM, November 6, 2021,Atlanta Hawks,26,32,40,19,0,Phoenix Suns,25,34,27,35,0
10:30 PM, November 6, 2021,Los Angeles Lakers,14,22,26,28,0,Portland Trail Blazers,36,15,42,12,0
3:30 PM, November 7, 2021,Brooklyn Nets,29,24,35,28,0,Toronto Raptors,26,34,17,26,0
6:00 PM, November 7, 2021,Cleveland Cavaliers,29,27,33,37,0,New York Knicks,30,27,18,34,0
6:00 PM, November 7, 2021,Utah Jazz,15,37,33,15,0,Orlando Magic,28,22,25,32,0
6:00 PM, November 7, 2021,Milwaukee Bucks,24,28,19,23,0,Washington Wizards,26,23,33,19,0
6:00 PM, November 7, 2021,Indiana Pacers,27,21,26,20,0,Sacramento Kings,19,24,24,24,0
7:00 PM, November 7, 2021,San Antonio Spurs,28,27,14,25,0,Oklahoma City Thunder,14,31,34,20,0
8:30 PM, November 7, 2021,Houston Rockets,32,29,22,24,0,Golden State Warriors,37,32,34,17,0
9:00 PM, November 7, 2021,Charlotte Hornets,39,19,29,19,0,LA Clippers,31,30,28,31,0
7:00 PM, November 8, 2021,New York Knicks,28,30,14,31,0,Philadelphia 76ers,21,23,25,27,0
8:00 PM, November 8, 2021,Brooklyn Nets,27,30,21,17,0,Chicago Bulls,35,16,25,42,0
8:00 PM, November 8, 2021,Minnesota Timberwolves,34,20,38,21,5,Memphis Grizzlies,34,24,23,32,12
8:30 PM, November 8, 2021,New Orleans Pelicans,27,20,22,23,0,Dallas Mavericks,22,29,27,30,0
9:00 PM, November 8, 2021,Miami Heat,25,24,21,26,0,Denver Nuggets,30,34,27,22,0
10:00 PM, November 8, 2021,Atlanta Hawks,34,31,20,28,0,Golden State Warriors,32,29,41,25,0
10:00 PM, November 8, 2021,Phoenix Suns,34,33,31,11,0,Sacramento Kings,28,36,12,28,0
10:30 PM, November 8, 2021,Charlotte Hornets,26,34,27,28,8,Los Angeles Lakers,29,32,33,21,11
7:30 PM, November 9, 2021,Milwaukee Bucks,30,31,30,27,0,Philadelphia 76ers,39,19,35,16,0
9:00 PM, November 9, 2021,Atlanta Hawks,28,22,30,18,0,Utah Jazz,30,32,33,15,0
10:00 PM, November 9, 2021,Portland Trail Blazers,26,29,24,30,0,LA Clippers,33,23,27,34,0
7:00 PM, November 10, 2021,Washington Wizards,24,20,24,29,0,Cleveland Cavaliers,22,27,25,20,0
7:00 PM, November 10, 2021,Brooklyn Nets,28,37,29,29,0,Orlando Magic,23,30,22,15,0
7:30 PM, November 10, 2021,Toronto Raptors,25,21,22,20,0,Boston Celtics,33,29,18,24,0
7:30 PM, November 10, 2021,Milwaukee Bucks,31,20,31,30,0,New York Knicks,22,20,24,34,0
7:30 PM, November 10, 2021,Detroit Pistons,23,26,33,30,0,Houston Rockets,21,29,29,25,0
8:00 PM, November 10, 2021,Dallas Mavericks,33,21,26,27,0,Chicago Bulls,32,29,34,22,0
8:00 PM, November 10, 2021,Charlotte Hornets,34,26,21,37,0,Memphis Grizzlies,36,16,26,30,0
8:00 PM, November 10, 2021,Oklahoma City Thunder,28,28,29,23,0,New Orleans Pelicans,29,19,23,29,0
8:30 PM, November 10, 2021,Sacramento Kings,20,34,33,30,0,San Antonio Spurs,34,37,33,32,0
9:00 PM, November 10, 2021,Indiana Pacers,20,24,21,33,0,Denver Nuggets,23,21,25,32,0
9:00 PM, November 10, 2021,Portland Trail Blazers,26,21,30,32,0,Phoenix Suns,27,33,27,32,0
10:00 PM, November 10, 2021,Minnesota Timberwolves,28,26,30,26,0,Golden State Warriors,31,38,24,30,0
10:00 PM, November 10, 2021,Miami Heat,25,32,29,26,5,Los Angeles Lakers,28,27,27,30,8
7:00 PM, November 11, 2021,Toronto Raptors,27,25,29,34,0,Philadelphia 76ers,30,27,21,31,0
9:00 PM, November 11, 2021,Indiana Pacers,32,28,25,26,0,Utah Jazz,30,21,26,23,0
10:30 PM, November 11, 2021,Miami Heat,40,18,20,31,0,LA Clippers,25,31,30,26,0
7:00 PM, November 12, 2021,New York Knicks,34,21,21,20,0,Charlotte Hornets,18,28,34,24,0
7:30 PM, November 12, 2021,Milwaukee Bucks,30,25,26,27,5,Boston Celtics,30,21,37,20,14
7:30 PM, November 12, 2021,Detroit Pistons,18,23,11,26,0,Cleveland Cavaliers,24,28,22,24,0
8:00 PM, November 12, 2021,Portland Trail Blazers,30,25,26,23,0,Houston Rockets,27,18,22,25,0
8:00 PM, November 12, 2021,Phoenix Suns,36,26,30,27,0,Memphis Grizzlies,23,20,21,30,0
8:00 PM, November 12, 2021,Brooklyn Nets,33,33,29,25,0,New Orleans Pelicans,25,34,24,29,0
8:00 PM, November 12, 2021,Sacramento Kings,23,39,24,17,0,Oklahoma City Thunder,16,32,29,28,0
8:30 PM, November 12, 2021,Dallas Mavericks,31,37,34,21,0,San Antonio Spurs,22,35,20,32,0
9:00 PM, November 12, 2021,Atlanta Hawks,25,21,23,27,0,Denver Nuggets,32,17,30,26,0
10:00 PM, November 12, 2021,Chicago Bulls,29,16,17,31,0,Golden State Warriors,23,28,35,33,0
10:30 PM, November 12, 2021,Minnesota Timberwolves,19,25,40,23,0,Los Angeles Lakers,26,23,12,22,0
5:00 PM, November 13, 2021,Miami Heat,27,31,37,16,0,Utah Jazz,24,24,21,36,0
7:00 PM, November 13, 2021,Philadelphia 76ers,25,35,22,31,0,Indiana Pacers,32,38,24,24,0
7:00 PM, November 13, 2021,Washington Wizards,28,22,32,22,0,Orlando Magic,18,19,22,33,0
7:00 PM, November 13, 2021,Memphis Grizzlies,22,22,28,29,0,New Orleans Pelicans,35,27,21,29,0
7:30 PM, November 13, 2021,Detroit Pistons,31,34,28,34,0,Toronto Raptors,34,30,31,26,0
8:00 PM, November 13, 2021,Boston Celtics,20,32,22,15,0,Cleveland Cavaliers,9,29,24,29,0
10:30 PM, November 13, 2021,Minnesota Timberwolves,26,17,28,31,0,LA Clippers,32,38,28,31,0
3:30 PM, November 14, 2021,San Antonio Spurs,29,26,24,27,0,Los Angeles Lakers,34,26,30,24,0
6:00 PM, November 14, 2021,Milwaukee Bucks,24,20,33,23,0,Atlanta Hawks,32,26,31,31,0
7:00 PM, November 14, 2021,Golden State Warriors,27,30,31,14,0,Charlotte Hornets,30,27,30,19,0
7:00 PM, November 14, 2021,Phoenix Suns,27,24,29,35,0,Houston Rockets,23,21,19,26,0
7:00 PM, November 14, 2021,Brooklyn Nets,30,31,29,30,0,Oklahoma City Thunder,25,23,26,22,0
8:00 PM, November 14, 2021,Portland Trail Blazers,18,35,26,16,0,Denver Nuggets,33,34,24,33,0
9:30 PM, November 14, 2021,Chicago Bulls,30,24,23,23,0,LA Clippers,17,28,26,19,0
7:00 PM, November 15, 2021,Boston Celtics,19,18,28,33,0,Cleveland Cavaliers,22,17,25,28,0
7:00 PM, November 15, 2021,Sacramento Kings,31,37,24,37,0,Detroit Pistons,12,32,26,37,0
7:00 PM, November 15, 2021,New Orleans Pelicans,25,33,22,20,0,Washington Wizards,25,16,32,32,0
7:30 PM, November 15, 2021,Orlando Magic,31,25,28,27,0,Atlanta Hawks,30,30,33,36,0
7:30 PM, November 15, 2021,Indiana Pacers,20,29,25,10,0,New York Knicks,16,32,21,23,0
8:00 PM, November 15, 2021,Denver Nuggets,32,26,25,18,0,Dallas Mavericks,35,14,30,32,0
8:00 PM, November 15, 2021,Houston Rockets,20,36,15,31,0,Memphis Grizzlies,33,41,31,31,0
8:00 PM, November 15, 2021,Phoenix Suns,18,22,26,33,0,Minnesota Timberwolves,21,18,23,34,0
8:00 PM, November 15, 2021,Miami Heat,23,20,31,29,0,Oklahoma City Thunder,24,19,24,23,0
10:00 PM, November 15, 2021,Toronto Raptors,33,27,25,28,0,Portland Trail Blazers,24,37,24,33,0
10:30 PM, November 15, 2021,Chicago Bulls,33,24,37,27,0,Los Angeles Lakers,25,23,25,30,0
7:30 PM, November 16, 2021,Golden State Warriors,31,32,35,19,0,Brooklyn Nets,34,24,18,23,0
10:00 PM, November 16, 2021,Philadelphia 76ers,28,19,19,19,0,Utah Jazz,30,33,34,23,0
10:30 PM, November 16, 2021,San Antonio Spurs,20,33,18,21,0,LA Clippers,25,32,26,23,0
7:00 PM, November 17, 2021,Washington Wizards,29,22,14,22,0,Charlotte Hornets,24,21,30,22,0
7:00 PM, November 17, 2021,Indiana Pacers,21,20,32,16,0,Detroit Pistons,24,25,24,24,0
7:30 PM, November 17, 2021,Boston Celtics,29,20,28,22,0,Atlanta Hawks,30,28,33,19,0
7:30 PM, November 17, 2021,Cleveland Cavaliers,25,16,32,26,0,Brooklyn Nets,31,31,19,28,0
7:30 PM, November 17, 2021,New Orleans Pelicans,34,18,18,28,0,Miami Heat,21,26,34,32,0
7:30 PM, November 17, 2021,Orlando Magic,21,29,22,32,0,New York Knicks,23,26,18,31,0
7:30 PM, November 17, 2021,Los Angeles Lakers,32,21,30,19,0,Milwaukee Bucks,30,34,21,24,0
8:00 PM, November 17, 2021,Sacramento Kings,18,30,24,25,0,Minnesota Timberwolves,22,22,33,30,0
8:00 PM, November 17, 2021,Houston Rockets,19,22,23,25,0,Oklahoma City Thunder,22,31,27,21,0
10:00 PM, November 17, 2021,Dallas Mavericks,22,24,27,25,0,Phoenix Suns,25,20,23,37,0
10:00 PM, November 17, 2021,Chicago Bulls,33,30,22,22,0,Portland Trail Blazers,24,24,33,31,0
7:30 PM, November 18, 2021,Golden State Warriors,27,24,17,36,0,Cleveland Cavaliers,29,25,27,8,0
7:30 PM, November 18, 2021,Washington Wizards,19,21,30,27,0,Miami Heat,21,26,36,29,0
8:00 PM, November 18, 2021,LA Clippers,24,29,32,23,0,Memphis Grizzlies,30,26,38,26,0
8:00 PM, November 18, 2021,San Antonio Spurs,20,33,25,12,0,Minnesota Timberwolves,34,32,27,22,0
9:00 PM, November 18, 2021,Philadelphia 76ers,24,34,29,16,0,Denver Nuggets,23,29,17,20,0
9:00 PM, November 18, 2021,Toronto Raptors,27,36,17,23,0,Utah Jazz,32,29,31,27,0
7:00 PM, November 19, 2021,Indiana Pacers,22,26,37,33,0,Charlotte Hornets,27,36,35,23,0
7:00 PM, November 19, 2021,Golden State Warriors,26,30,30,19,0,Detroit Pistons,23,28,19,32,0
7:30 PM, November 19, 2021,Los Angeles Lakers,38,23,21,26,0,Boston Celtics,30,30,33,37,0
7:30 PM, November 19, 2021,Orlando Magic,41,21,21,30,0,Brooklyn Nets,25,28,37,25,0
8:00 PM, November 19, 2021,Oklahoma City Thunder,24,23,21,21,0,Milwaukee Bucks,34,24,22,16,0
8:00 PM, November 19, 2021,LA Clippers,29,26,14,12,0,New Orleans Pelicans,16,27,29,22,0
9:00 PM, November 19, 2021,Chicago Bulls,30,23,35,26,0,Denver Nuggets,30,22,26,30,0
10:00 PM, November 19, 2021,Dallas Mavericks,24,27,33,20,0,Phoenix Suns,27,28,24,33,0
10:00 PM, November 19, 2021,Toronto Raptors,30,33,33,12,0,Sacramento Kings,27,18,21,23,0
5:00 PM, November 20, 2021,Houston Rockets,21,26,26,26,0,New York Knicks,13,34,25,34,0
7:00 PM, November 20, 2021,New Orleans Pelicans,19,27,18,30,0,Indiana Pacers,32,26,38,15,0
7:00 PM, November 20, 2021,Miami Heat,25,18,32,25,0,Washington Wizards,26,15,30,32,0
7:30 PM, November 20, 2021,Charlotte Hornets,21,27,29,28,0,Atlanta Hawks,25,35,29,26,0
7:30 PM, November 20, 2021,Oklahoma City Thunder,23,22,29,31,0,Boston Celtics,30,28,31,22,0
8:00 PM, November 20, 2021,Orlando Magic,24,26,21,37,0,Milwaukee Bucks,36,26,34,21,0
8:00 PM, November 20, 2021,Memphis Grizzlies,23,20,28,24,0,Minnesota Timberwolves,40,32,41,25,0
10:00 PM, November 20, 2021,Philadelphia 76ers,25,21,32,33,0,Portland Trail Blazers,30,25,31,32,0
10:00 PM, November 20, 2021,Utah Jazz,29,25,30,39,0,Sacramento Kings,28,21,31,25,0
3:30 PM, November 21, 2021,Dallas Mavericks,22,25,15,29,0,LA Clippers,19,27,25,26,0
6:00 PM, November 21, 2021,Los Angeles Lakers,30,31,23,37,0,Detroit Pistons,26,42,31,17,0
8:00 PM, November 21, 2021,New York Knicks,20,25,29,29,0,Chicago Bulls,25,26,21,37,0
8:00 PM, November 21, 2021,Denver Nuggets,28,32,18,19,0,Phoenix Suns,48,25,27,26,0
8:30 PM, November 21, 2021,Toronto Raptors,24,23,30,27,0,Golden State Warriors,36,25,31,27,0
7:00 PM, November 22, 2021,Brooklyn Nets,24,28,32,33,0,Cleveland Cavaliers,27,36,19,30,0
7:00 PM, November 22, 2021,Charlotte Hornets,26,33,24,26,0,Washington Wizards,27,23,23,30,0
7:30 PM, November 22, 2021,Oklahoma City Thunder,27,33,11,30,0,Atlanta Hawks,32,34,27,20,0
