Time,Date,Year,Away Team,Away Team 1st,Away Team 2nd,Away Team 3rd,Away Team 4th,Away Team OT,Home Team,Home Team 1st,Home Team 2nd,Home Team 3rd,Home Team 4th,Home Team OT
08:00 PM, October 22,2019,New Orleans Pelicans,30,31,25,31,5,Toronto Raptors,27,29,32,29,13
10:30 PM, October 22,2019,Los Angeles Lakers,25,29,31,17,0,LA Clippers,22,40,23,27,0
07:00 PM, October 23,2019,Chicago Bulls,28,27,40,30,0,Charlotte Hornets,37,26,33,30,0
07:00 PM, October 23,2019,Detroit Pistons,27,27,29,36,0,Indiana Pacers,24,31,31,24,0
07:00 PM, October 23,2019,Cleveland Cavaliers,24,17,24,20,0,Orlando Magic,28,27,16,23,0
07:30 PM, October 23,2019,Minnesota Timberwolves,33,35,20,27,12,Brooklyn Nets,22,34,37,22,11
07:30 PM, October 23,2019,Memphis Grizzlies,32,28,24,17,0,Miami Heat,24,30,29,37,0
07:30 PM, October 23,2019,Boston Celtics,25,23,20,25,0,Philadelphia 76ers,20,29,28,30,0
08:30 PM, October 23,2019,Washington Wizards,25,23,20,32,0,Dallas Mavericks,24,38,29,17,0
08:30 PM, October 23,2019,New York Knicks,15,36,33,27,0,San Antonio Spurs,22,37,24,37,0
09:00 PM, October 23,2019,Oklahoma City Thunder,12,34,28,21,0,Utah Jazz,23,26,19,32,0
10:00 PM, October 23,2019,Sacramento Kings,29,30,17,19,0,Phoenix Suns,25,29,32,38,0
10:00 PM, October 23,2019,Denver Nuggets,24,30,19,35,0,Portland Trail Blazers,27,23,24,26,0
07:00 PM, October 24,2019,Atlanta Hawks,38,22,31,26,0,Detroit Pistons,32,31,18,19,0
08:00 PM, October 24,2019,Milwaukee Bucks,23,27,28,39,0,Houston Rockets,30,36,21,24,0
10:30 PM, October 24,2019,LA Clippers,35,30,46,30,0,Golden State Warriors,29,25,33,35,0
07:00 PM, October 25,2019,Toronto Raptors,21,28,33,24,0,Boston Celtics,22,28,26,36,0
07:00 PM, October 25,2019,Minnesota Timberwolves,30,28,45,18,0,Charlotte Hornets,32,24,25,18,0
07:30 PM, October 25,2019,New York Knicks,23,28,32,26,0,Brooklyn Nets,32,32,30,19,0
08:00 PM, October 25,2019,Chicago Bulls,25,22,32,31,0,Memphis Grizzlies,29,31,21,21,0
08:00 PM, October 25,2019,Dallas Mavericks,27,45,23,28,0,New Orleans Pelicans,41,23,29,23,0
08:00 PM, October 25,2019,Washington Wizards,28,24,26,19,0,Oklahoma City Thunder,24,22,24,15,0
09:00 PM, October 25,2019,Phoenix Suns,21,24,17,33,12,Denver Nuggets,15,24,25,31,13
10:00 PM, October 25,2019,Portland Trail Blazers,25,32,37,28,0,Sacramento Kings,27,30,27,28,0
10:30 PM, October 25,2019,Utah Jazz,17,20,18,31,0,Los Angeles Lakers,24,19,31,21,0
05:00 PM, October 26,2019,Miami Heat,29,24,29,39,10,Milwaukee Bucks,33,37,23,28,5
07:00 PM, October 26,2019,Philadelphia 76ers,28,26,29,34,0,Detroit Pistons,29,28,26,28,0
07:30 PM, October 26,2019,Orlando Magic,26,24,25,24,0,Atlanta Hawks,23,29,25,26,0
07:30 PM, October 26,2019,Boston Celtics,22,24,36,36,0,New York Knicks,24,27,25,19,0
08:00 PM, October 26,2019,Indiana Pacers,28,20,26,25,0,Cleveland Cavaliers,26,39,25,20,0
08:00 PM, October 26,2019,Toronto Raptors,24,24,36,24,0,Chicago Bulls,23,17,22,22,0
08:00 PM, October 26,2019,New Orleans Pelicans,24,37,39,23,0,Houston Rockets,29,32,36,29,0
08:30 PM, October 26,2019,Washington Wizards,26,34,30,32,0,San Antonio Spurs,30,30,32,32,0
09:00 PM, October 26,2019,Sacramento Kings,25,16,17,23,0,Utah Jazz,35,31,27,20,0
10:00 PM, October 26,2019,LA Clippers,22,33,30,37,0,Phoenix Suns,26,29,36,39,0
03:30 PM, October 27,2019,Golden State Warriors,20,17,31,24,0,Oklahoma City Thunder,35,35,35,15,0
06:00 PM, October 27,2019,Brooklyn Nets,29,28,40,23,13,Memphis Grizzlies,35,24,33,28,14
07:00 PM, October 27,2019,Portland Trail Blazers,25,34,36,26,0,Dallas Mavericks,40,31,24,24,0
07:00 PM, October 27,2019,Miami Heat,23,34,27,25,0,Minnesota Timberwolves,36,19,22,39,0
09:30 PM, October 27,2019,Charlotte Hornets,28,34,18,21,0,Los Angeles Lakers,30,33,24,33,0
07:00 PM, October 28,2019,Indiana Pacers,25,28,18,23,0,Detroit Pistons,33,26,19,18,0
07:00 PM, October 28,2019,Chicago Bulls,33,19,28,18,0,New York Knicks,15,27,30,33,0
07:30 PM, October 28,2019,Philadelphia 76ers,31,32,19,23,0,Atlanta Hawks,40,25,18,20,0
07:30 PM, October 28,2019,Orlando Magic,22,24,21,28,0,Toronto Raptors,31,20,27,26,0
08:00 PM, October 28,2019,Oklahoma City Thunder,35,27,18,32,0,Houston Rockets,22,30,39,25,0
08:00 PM, October 28,2019,Cleveland Cavaliers,31,21,28,32,0,Milwaukee Bucks,30,29,32,38,0
08:00 PM, October 28,2019,Golden State Warriors,27,45,31,31,0,New Orleans Pelicans,23,32,24,44,0
08:30 PM, October 28,2019,Portland Trail Blazers,33,18,20,39,0,San Antonio Spurs,19,26,37,31,0
10:00 PM, October 28,2019,Utah Jazz,28,18,24,26,0,Phoenix Suns,21,18,31,25,0
10:00 PM, October 28,2019,Denver Nuggets,21,26,30,24,0,Sacramento Kings,28,25,17,24,0
10:30 PM, October 28,2019,Charlotte Hornets,28,26,20,22,0,LA Clippers,29,28,29,25,0
07:30 PM, October 29,2019,Atlanta Hawks,26,23,21,27,0,Miami Heat,29,30,29,24,0
09:00 PM, October 29,2019,Dallas Mavericks,27,33,23,26,0,Denver Nuggets,31,30,27,18,0
10:30 PM, October 29,2019,Memphis Grizzlies,32,15,20,24,0,Los Angeles Lakers,27,22,39,32,0
07:00 PM, October 30,2019,Chicago Bulls,26,27,29,29,0,Cleveland Cavaliers,25,25,30,37,0
07:00 PM, October 30,2019,New York Knicks,25,19,23,16,0,Orlando Magic,22,20,30,23,0
07:00 PM, October 30,2019,Minnesota Timberwolves,24,19,35,17,0,Philadelphia 76ers,32,30,30,25,0
07:30 PM, October 30,2019,Milwaukee Bucks,34,24,18,29,0,Boston Celtics,19,23,38,36,0
07:30 PM, October 30,2019,Indiana Pacers,31,29,30,28,0,Brooklyn Nets,31,32,20,25,0
07:30 PM, October 30,2019,Detroit Pistons,28,30,27,28,0,Toronto Raptors,37,27,37,24,0
08:00 PM, October 30,2019,Houston Rockets,35,41,35,48,0,Washington Wizards,34,43,40,41,0
08:00 PM, October 30,2019,Portland Trail Blazers,24,25,19,34,0,Oklahoma City Thunder,17,27,25,30,0
10:00 PM, October 30,2019,LA Clippers,23,28,20,25,0,Utah Jazz,33,19,38,20,0
10:00 PM, October 30,2019,Charlotte Hornets,30,31,32,25,0,Sacramento Kings,33,33,18,27,0
10:30 PM, October 30,2019,Phoenix Suns,43,29,23,26,0,Golden State Warriors,14,32,21,43,0
07:00 PM, October 31,2019,Miami Heat,30,22,33,21,0,Atlanta Hawks,26,20,29,22,0
09:30 PM, October 31,2019,Denver Nuggets,30,22,23,32,0,New Orleans Pelicans,32,24,30,36,0
10:30 PM, October 31,2019,San Antonio Spurs,24,24,27,22,0,LA Clippers,23,27,30,23,0
07:00 PM, November 1,2019,Houston Rockets,33,26,24,33,0,Brooklyn Nets,24,37,34,28,0
07:00 PM, November 1,2019,Cleveland Cavaliers,26,11,24,34,0,Indiana Pacers,19,23,26,34,0
07:00 PM, November 1,2019,Milwaukee Bucks,31,31,26,35,0,Orlando Magic,27,14,30,20,0
07:30 PM, November 1,2019,New York Knicks,23,27,24,28,0,Boston Celtics,22,27,26,29,0
08:00 PM, November 1,2019,Detroit Pistons,23,29,28,26,0,Chicago Bulls,30,27,29,26,0
09:30 PM, November 1,2019,Los Angeles Lakers,20,28,28,27,16,Dallas Mavericks,25,33,27,18,7
10:00 PM, November 1,2019,Utah Jazz,18,30,32,21,0,Sacramento Kings,28,23,30,21,0
10:30 PM, November 1,2019,San Antonio Spurs,29,28,40,30,0,Golden State Warriors,28,27,31,24,0
05:00 PM, November 2,2019,New Orleans Pelicans,26,34,26,18,0,Oklahoma City Thunder,33,32,29,21,0
07:00 PM, November 2,2019,Brooklyn Nets,26,28,18,37,0,Detroit Pistons,33,13,32,35,0
07:00 PM, November 2,2019,Denver Nuggets,17,23,29,22,0,Orlando Magic,26,19,18,24,0
08:00 PM, November 2,2019,Minnesota Timberwolves,42,28,36,25,0,Washington Wizards,34,22,16,37,0
08:00 PM, November 2,2019,Phoenix Suns,31,14,37,32,0,Memphis Grizzlies,24,23,22,36,0
08:00 PM, November 2,2019,Toronto Raptors,17,33,40,15,0,Milwaukee Bucks,36,30,29,20,0
08:30 PM, November 2,2019,Charlotte Hornets,25,25,18,25,0,Golden State Warriors,30,25,16,16,0
10:00 PM, November 2,2019,Philadelphia 76ers,27,30,35,37,0,Portland Trail Blazers,32,36,34,26,0
05:00 PM, November 3,2019,Chicago Bulls,18,24,32,21,0,Indiana Pacers,24,31,31,22,0
06:00 PM, November 3,2019,Houston Rockets,14,32,25,29,0,Miami Heat,46,25,28,30,0
06:00 PM, November 3,2019,Sacramento Kings,32,29,29,23,0,New York Knicks,23,18,23,28,0
07:00 PM, November 3,2019,Los Angeles Lakers,26,30,21,26,0,San Antonio Spurs,25,18,29,24,0
07:30 PM, November 3,2019,Dallas Mavericks,31,27,32,41,0,Cleveland Cavaliers,28,25,33,25,0
09:00 PM, November 3,2019,Utah Jazz,20,21,28,25,0,LA Clippers,16,23,26,40,0
07:00 PM, November 4,2019,Detroit Pistons,30,31,17,21,0,Washington Wizards,31,32,30,22,0
07:30 PM, November 4,2019,New Orleans Pelicans,27,23,48,27,0,Brooklyn Nets,33,34,37,31,0
08:00 PM, November 4,2019,Houston Rockets,33,29,22,23,0,Memphis Grizzlies,28,32,16,24,0
08:00 PM, November 4,2019,Milwaukee Bucks,31,33,38,32,0,Minnesota Timberwolves,27,30,25,24,0
09:00 PM, November 4,2019,Philadelphia 76ers,31,30,21,27,0,Phoenix Suns,29,26,26,33,0
10:30 PM, November 4,2019,Portland Trail Blazers,32,31,20,35,0,Golden State Warriors,34,26,27,40,0
07:00 PM, November 5,2019,Indiana Pacers,35,29,28,21,7,Charlotte Hornets,20,37,21,35,9
07:00 PM, November 5,2019,Boston Celtics,32,29,28,30,0,Cleveland Cavaliers,24,28,31,30,0
07:30 PM, November 5,2019,San Antonio Spurs,21,24,33,22,0,Atlanta Hawks,22,22,26,38,0
08:00 PM, November 5,2019,Los Angeles Lakers,24,24,32,38,0,Chicago Bulls,29,36,28,19,0
08:00 PM, November 5,2019,Orlando Magic,26,27,26,15,0,Oklahoma City Thunder,31,27,23,21,0
09:00 PM, November 5,2019,Miami Heat,28,20,21,20,0,Denver Nuggets,29,29,31,20,0
07:00 PM, November 6,2019,New York Knicks,25,34,26,17,0,Detroit Pistons,33,31,32,26,0
07:00 PM, November 6,2019,Washington Wizards,26,36,18,26,0,Indiana Pacers,26,44,24,27,0
07:30 PM, November 6,2019,Chicago Bulls,33,23,35,22,0,Atlanta Hawks,19,22,24,28,0
07:30 PM, November 6,2019,Sacramento Kings,23,35,30,32,0,Toronto Raptors,36,30,29,29,0
07:30 PM, November 6,2019,Golden State Warriors,29,23,31,29,0,Houston Rockets,30,33,35,31,0
08:00 PM, November 6,2019,Minnesota Timberwolves,26,38,32,25,0,Memphis Grizzlies,37,35,29,36,0
08:30 PM, November 6,2019,Orlando Magic,28,28,23,27,0,Dallas Mavericks,25,29,32,21,0
09:00 PM, November 6,2019,Philadelphia 76ers,29,27,17,31,0,Utah Jazz,26,32,26,22,0
10:00 PM, November 6,2019,Milwaukee Bucks,28,42,28,31,0,LA Clippers,30,29,30,35,0
08:00 PM, November 7,2019,Boston Celtics,30,22,33,23,0,Charlotte Hornets,20,23,24,20,0
08:30 PM, November 7,2019,Oklahoma City Thunder,30,27,27,28,0,San Antonio Spurs,33,23,36,29,0
09:00 PM, November 7,2019,Miami Heat,31,33,29,31,0,Phoenix Suns,30,27,29,22,0
10:30 PM, November 7,2019,Portland Trail Blazers,22,18,36,25,0,LA Clippers,26,21,23,37,0
07:00 PM, November 8,2019,Detroit Pistons,35,18,19,34,0,Indiana Pacers,27,30,28,27,0
07:00 PM, November 8,2019,Memphis Grizzlies,15,33,30,8,0,Orlando Magic,27,24,33,34,0
07:00 PM, November 8,2019,Cleveland Cavaliers,30,37,21,25,0,Washington Wizards,26,26,32,16,0
07:30 PM, November 8,2019,Sacramento Kings,31,32,28,30,0,Atlanta Hawks,24,23,36,26,0
08:00 PM, November 8,2019,Golden State Warriors,31,30,25,24,9,Minnesota Timberwolves,29,31,20,30,15
08:00 PM, November 8,2019,Toronto Raptors,30,45,22,25,0,New Orleans Pelicans,30,23,22,29,0
08:30 PM, November 8,2019,New York Knicks,36,25,23,22,0,Dallas Mavericks,28,29,23,22,0
09:00 PM, November 8,2019,Philadelphia 76ers,24,33,27,13,0,Denver Nuggets,18,24,23,35,0
09:00 PM, November 8,2019,Milwaukee Bucks,16,19,39,26,0,Utah Jazz,30,25,26,22,0
10:00 PM, November 8,2019,Brooklyn Nets,26,28,35,30,0,Portland Trail Blazers,20,29,37,29,0
10:30 PM, November 8,2019,Miami Heat,21,25,20,14,0,Los Angeles Lakers,28,20,30,17,0
05:00 PM, November 9,2019,Boston Celtics,39,33,32,31,0,San Antonio Spurs,30,24,37,24,0
07:00 PM, November 9,2019,New Orleans Pelicans,33,22,26,34,0,Charlotte Hornets,28,33,25,24,0
08:00 PM, November 9,2019,Houston Rockets,20,30,36,31,0,Chicago Bulls,27,22,18,27,0
08:00 PM, November 9,2019,Dallas Mavericks,31,37,36,34,0,Memphis Grizzlies,34,28,29,31,0
08:00 PM, November 9,2019,Golden State Warriors,27,16,41,24,0,Oklahoma City Thunder,36,24,24,30,0
03:30 PM, November 10,2019,Denver Nuggets,27,22,27,14,10,Minnesota Timberwolves,27,24,13,26,8
06:00 PM, November 10,2019,Indiana Pacers,29,22,30,28,0,Orlando Magic,33,27,17,25,0
06:00 PM, November 10,2019,Charlotte Hornets,24,34,23,25,0,Philadelphia 76ers,33,20,35,26,0
07:00 PM, November 10,2019,Milwaukee Bucks,21,29,37,34,0,Oklahoma City Thunder,24,32,24,39,0
07:30 PM, November 10,2019,Cleveland Cavaliers,31,23,24,30,0,New York Knicks,19,17,27,24,0
08:00 PM, November 10,2019,Brooklyn Nets,30,20,30,32,0,Phoenix Suns,37,31,38,32,0
09:00 PM, November 10,2019,Atlanta Hawks,21,23,31,32,6,Portland Trail Blazers,20,26,29,32,17
09:30 PM, November 10,2019,Toronto Raptors,29,23,26,35,0,Los Angeles Lakers,30,30,18,26,0
07:00 PM, November 11,2019,Minnesota Timberwolves,41,25,26,28,0,Detroit Pistons,26,25,30,33,0
07:30 PM, November 11,2019,Dallas Mavericks,21,33,25,27,0,Boston Celtics,25,29,30,32,0
07:30 PM, November 11,2019,Memphis Grizzlies,35,22,34,22,0,San Antonio Spurs,22,32,26,29,0
08:00 PM, November 11,2019,Houston Rockets,30,28,32,32,0,New Orleans Pelicans,23,29,30,34,0
10:30 PM, November 11,2019,Utah Jazz,34,35,28,25,0,Golden State Warriors,30,24,31,23,0
10:30 PM, November 11,2019,Toronto Raptors,23,23,32,10,0,LA Clippers,15,36,22,25,0
07:00 PM, November 12,2019,Oklahoma City Thunder,25,17,20,23,0,Indiana Pacers,31,21,34,25,0
07:00 PM, November 12,2019,Cleveland Cavaliers,21,27,30,19,0,Philadelphia 76ers,24,30,28,16,0
07:30 PM, November 12,2019,Detroit Pistons,17,20,35,36,0,Miami Heat,28,31,33,25,0
08:00 PM, November 12,2019,New York Knicks,22,32,31,17,0,Chicago Bulls,30,30,25,35,0
09:00 PM, November 12,2019,Atlanta Hawks,25,38,35,27,0,Denver Nuggets,34,20,35,32,0
09:00 PM, November 12,2019,Los Angeles Lakers,26,34,35,28,0,Phoenix Suns,29,29,34,23,0
09:00 PM, November 12,2019,Brooklyn Nets,35,33,24,22,0,Utah Jazz,29,24,31,35,0
10:00 PM, November 12,2019,Portland Trail Blazers,24,25,21,29,0,Sacramento Kings,21,25,35,26,0
07:00 PM, November 13,2019,Memphis Grizzlies,26,37,31,25,0,Charlotte Hornets,29,35,32,21,0
07:00 PM, November 13,2019,Philadelphia 76ers,30,23,29,15,0,Orlando Magic,31,22,27,32,0
07:30 PM, November 13,2019,Washington Wizards,34,32,30,37,0,Boston Celtics,34,34,34,38,0
07:30 PM, November 13,2019,LA Clippers,15,22,31,25,0,Houston Rockets,31,18,25,28,0
08:00 PM, November 13,2019,San Antonio Spurs,24,35,36,19,0,Minnesota Timberwolves,26,40,40,23,0
10:00 PM, November 13,2019,Golden State Warriors,26,29,27,12,0,Los Angeles Lakers,38,29,31,22,0
10:00 PM, November 13,2019,Toronto Raptors,23,31,33,27,0,Portland Trail Blazers,30,23,25,28,0
06:00 PM, November 14,2019,Miami Heat,34,34,26,14,0,Cleveland Cavaliers,22,22,30,23,0
08:00 PM, November 14,2019,Dallas Mavericks,23,30,34,16,0,New York Knicks,27,31,29,19,0
08:00 PM, November 14,2019,Chicago Bulls,32,34,20,29,0,Milwaukee Bucks,30,35,32,27,0
08:00 PM, November 14,2019,LA Clippers,35,24,38,30,0,New Orleans Pelicans,34,38,24,36,0
09:00 PM, November 14,2019,Atlanta Hawks,33,28,29,22,0,Phoenix Suns,31,36,37,24,0
10:30 PM, November 14,2019,Brooklyn Nets,35,26,18,14,0,Denver Nuggets,28,21,30,22,0
07:00 PM, November 15,2019,Detroit Pistons,35,30,18,23,0,Charlotte Hornets,25,26,32,26,0
07:00 PM, November 15,2019,San Antonio Spurs,31,25,26,27,0,Orlando Magic,24,23,32,32,0
08:00 PM, November 15,2019,Indiana Pacers,22,27,30,23,0,Houston Rockets,26,28,26,31,0
08:00 PM, November 15,2019,Utah Jazz,26,22,31,27,0,Memphis Grizzlies,23,30,24,30,0
08:00 PM, November 15,2019,Washington Wizards,39,37,26,35,0,Minnesota Timberwolves,30,43,19,24,0
08:00 PM, November 15,2019,Philadelphia 76ers,29,20,34,24,12,Oklahoma City Thunder,24,30,26,27,20
10:30 PM, November 15,2019,Boston Celtics,23,29,24,29,0,Golden State Warriors,32,19,20,29,0
10:30 PM, November 15,2019,Sacramento Kings,30,20,21,26,0,Los Angeles Lakers,20,29,25,25,0
06:00 PM, November 16,2019,Brooklyn Nets,30,20,24,43,0,Chicago Bulls,19,37,22,33,0
07:00 PM, November 16,2019,Milwaukee Bucks,26,23,22,31,0,Indiana Pacers,22,14,27,20,0
07:30 PM, November 16,2019,Charlotte Hornets,20,27,28,28,0,New York Knicks,23,32,21,26,0
08:00 PM, November 16,2019,New Orleans Pelicans,22,27,16,29,0,Miami Heat,29,25,24,31,0
08:00 PM, November 16,2019,Houston Rockets,31,33,29,32,0,Minnesota Timberwolves,30,32,23,20,0
08:30 PM, November 16,2019,Toronto Raptors,22,38,17,25,0,Dallas Mavericks,32,21,25,32,0
08:30 PM, November 16,2019,Portland Trail Blazers,41,25,24,31,0,San Antonio Spurs,23,35,38,20,0
10:30 PM, November 16,2019,Atlanta Hawks,30,32,20,19,0,LA Clippers,43,31,38,38,0
03:00 PM, November 17,2019,Philadelphia 76ers,33,35,27,19,0,Cleveland Cavaliers,22,22,25,26,0
03:30 PM, November 17,2019,Boston Celtics,18,28,29,24,0,Sacramento Kings,30,20,21,29,0
06:00 PM, November 17,2019,Washington Wizards,22,30,25,44,0,Orlando Magic,29,32,27,37,0
06:00 PM, November 17,2019,Denver Nuggets,28,44,36,23,0,Memphis Grizzlies,32,17,31,34,0
07:00 PM, November 17,2019,Golden State Warriors,23,26,20,31,0,New Orleans Pelicans,26,29,21,32,0
09:30 PM, November 17,2019,Atlanta Hawks,24,17,36,24,0,Los Angeles Lakers,36,33,27,26,0
07:00 PM, November 18,2019,Cleveland Cavaliers,20,31,20,34,0,New York Knicks,32,32,30,29,0
07:30 PM, November 18,2019,Indiana Pacers,18,41,25,31,0,Brooklyn Nets,18,17,33,18,0
07:30 PM, November 18,2019,Charlotte Hornets,25,31,18,22,0,Toronto Raptors,26,34,32,40,0
08:00 PM, November 18,2019,Milwaukee Bucks,29,31,24,31,0,Chicago Bulls,26,30,25,20,0
08:00 PM, November 18,2019,Portland Trail Blazers,30,20,26,32,0,Houston Rockets,29,35,35,33,0
08:30 PM, November 18,2019,San Antonio Spurs,22,27,30,31,0,Dallas Mavericks,36,23,34,24,0
09:00 PM, November 18,2019,Boston Celtics,26,31,23,19,0,Phoenix Suns,22,20,23,20,0
09:00 PM, November 18,2019,Minnesota Timberwolves,36,23,17,36,0,Utah Jazz,32,24,22,24,0
10:30 PM, November 18,2019,Oklahoma City Thunder,17,30,17,24,0,LA Clippers,23,19,24,24,0
08:00 PM, November 19,2019,Golden State Warriors,28,33,22,31,0,Memphis Grizzlies,30,16,26,23,0
08:00 PM, November 19,2019,Portland Trail Blazers,28,26,25,25,0,New Orleans Pelicans,27,26,35,27,0
10:00 PM, November 19,2019,Phoenix Suns,19,26,30,41,0,Sacramento Kings,33,29,25,33,0
10:30 PM, November 19,2019,Oklahoma City Thunder,28,25,34,20,0,Los Angeles Lakers,33,30,30,19,0
07:00 PM, November 20,2019,New York Knicks,25,26,28,25,0,Philadelphia 76ers,27,26,21,35,0
07:00 PM, November 20,2019,San Antonio Spurs,38,31,29,34,0,Washington Wizards,35,28,38,37,0
07:30 PM, November 20,2019,Milwaukee Bucks,34,24,38,39,0,Atlanta Hawks,26,35,22,44,0
07:30 PM, November 20,2019,Charlotte Hornets,26,25,22,18,0,Brooklyn Nets,26,30,26,19,0
07:30 PM, November 20,2019,Cleveland Cavaliers,22,26,29,23,0,Miami Heat,32,43,24,25,0
07:30 PM, November 20,2019,Orlando Magic,32,19,17,29,0,Toronto Raptors,32,29,18,34,0
07:30 PM, November 20,2019,Golden State Warriors,16,22,26,30,0,Dallas Mavericks,44,30,30,38,0
08:00 PM, November 20,2019,Detroit Pistons,30,25,16,18,0,Chicago Bulls,30,29,25,25,0
08:00 PM, November 20,2019,Utah Jazz,26,22,25,30,0,Minnesota Timberwolves,19,27,22,27,0
09:00 PM, November 20,2019,Houston Rockets,22,29,22,22,0,Denver Nuggets,27,27,28,23,0
10:00 PM, November 20,2019,Boston Celtics,21,21,33,22,7,LA Clippers,22,18,29,28,10
08:00 PM, November 21,2019,Portland Trail Blazers,27,31,40,31,0,Milwaukee Bucks,37,35,35,30,0
10:30 PM, November 21,2019,New Orleans Pelicans,38,21,36,29,0,Phoenix Suns,33,33,28,27,0
07:00 PM, November 22,2019,Atlanta Hawks,23,34,27,19,0,Detroit Pistons,33,43,31,21,0
07:00 PM, November 22,2019,Charlotte Hornets,34,34,28,22,0,Washington Wizards,33,29,28,35,0
07:30 PM, November 22,2019,Sacramento Kings,23,26,21,27,0,Brooklyn Nets,26,30,30,30,0
08:00 PM, November 22,2019,San Antonio Spurs,22,30,28,24,0,Philadelphia 76ers,29,30,28,28,0
08:00 PM, November 22,2019,Miami Heat,34,33,18,31,0,Chicago Bulls,16,27,24,41,0
08:00 PM, November 22,2019,Los Angeles Lakers,34,32,40,24,0,Oklahoma City Thunder,33,34,36,24,0
08:30 PM, November 22,2019,Cleveland Cavaliers,26,16,29,30,0,Dallas Mavericks,29,37,45,32,0
09:00 PM, November 22,2019,Boston Celtics,13,21,23,35,0,Denver Nuggets,27,18,25,26,0
09:00 PM, November 22,2019,Golden State Warriors,28,23,21,37,0,Utah Jazz,30,35,25,23,0
10:30 PM, November 22,2019,Houston Rockets,23,28,33,35,0,LA Clippers,31,24,25,42,0
05:00 PM, November 23,2019,Phoenix Suns,30,22,30,18,0,Minnesota Timberwolves,23,22,28,25,0
07:00 PM, November 23,2019,Chicago Bulls,34,22,13,47,0,Charlotte Hornets,23,26,25,41,0
07:00 PM, November 23,2019,Orlando Magic,25,20,40,21,0,Indiana Pacers,24,31,28,28,0
07:30 PM, November 23,2019,Toronto Raptors,26,26,35,32,0,Atlanta Hawks,27,34,29,26,0
07:30 PM, November 23,2019,San Antonio Spurs,32,36,21,22,0,New York Knicks,16,27,28,33,0
07:30 PM, November 23,2019,Miami Heat,13,22,24,27,0,Philadelphia 76ers,28,27,37,21,0
08:00 PM, November 23,2019,Portland Trail Blazers,19,23,27,35,0,Cleveland Cavaliers,19,30,27,34,0
08:00 PM, November 23,2019,Los Angeles Lakers,25,30,30,24,0,Memphis Grizzlies,35,28,21,24,0
08:30 PM, November 23,2019,Detroit Pistons,24,23,22,21,0,Milwaukee Bucks,27,27,23,27,0
09:00 PM, November 23,2019,New Orleans Pelicans,31,23,34,32,0,Utah Jazz,44,30,24,30,0
03:30 PM, November 24,2019,Dallas Mavericks,45,33,27,32,0,Houston Rockets,29,31,35,28,0
06:00 PM, November 24,2019,Brooklyn Nets,29,23,30,21,0,New York Knicks,22,24,26,29,0
06:00 PM, November 24,2019,Sacramento Kings,24,33,33,23,0,Washington Wizards,27,30,28,21,0
08:00 PM, November 24,2019,Phoenix Suns,28,29,20,27,0,Denver Nuggets,28,24,27,37,0
09:00 PM, November 24,2019,New Orleans Pelicans,27,29,31,22,0,LA Clippers,40,32,28,34,0
07:00 PM, November 25,2019,Brooklyn Nets,25,27,29,27,0,Cleveland Cavaliers,26,25,24,31,0
07:00 PM, November 25,2019,Orlando Magic,31,24,15,18,0,Detroit Pistons,23,30,25,25,0
07:00 PM, November 25,2019,Memphis Grizzlies,27,29,27,31,0,Indiana Pacers,36,31,37,22,0
07:30 PM, November 25,2019,Minnesota Timberwolves,38,16,39,32,0,Atlanta Hawks,30,34,26,23,0
07:30 PM, November 25,2019,Sacramento Kings,22,24,29,27,0,Boston Celtics,19,34,22,28,0
07:30 PM, November 25,2019,Charlotte Hornets,31,27,24,18,0,Miami Heat,36,33,29,19,0
07:30 PM, November 25,2019,Philadelphia 76ers,34,15,31,16,0,Toronto Raptors,28,23,30,20,0
08:00 PM, November 25,2019,Portland Trail Blazers,27,35,30,25,0,Chicago Bulls,28,26,18,22,0
08:00 PM, November 25,2019,Utah Jazz,25,32,26,35,0,Milwaukee Bucks,23,25,42,32,0
08:30 PM, November 25,2019,Los Angeles Lakers,25,29,32,28,0,San Antonio Spurs,22,34,26,22,0
10:30 PM, November 25,2019,Oklahoma City Thunder,25,28,21,26,0,Golden State Warriors,28,31,24,14,0
08:30 PM, November 26,2019,LA Clippers,34,28,31,21,0,Dallas Mavericks,27,19,31,22,0
09:00 PM, November 26,2019,Washington Wizards,23,24,22,35,0,Denver Nuggets,25,39,22,31,0
07:00 PM, November 27,2019,Brooklyn Nets,23,40,23,24,0,Boston Celtics,30,27,34,30,0
07:00 PM, November 27,2019,Detroit Pistons,32,28,20,21,0,Charlotte Hornets,31,24,31,16,0
07:00 PM, November 27,2019,Orlando Magic,27,32,28,29,0,Cleveland Cavaliers,27,25,21,31,0
07:00 PM, November 27,2019,Utah Jazz,20,23,37,22,0,Indiana Pacers,21,32,36,32,0
07:00 PM, November 27,2019,Sacramento Kings,18,28,19,26,0,Philadelphia 76ers,25,22,29,21,0
07:30 PM, November 27,2019,New York Knicks,29,17,23,29,0,Toronto Raptors,21,37,31,37,0
08:00 PM, November 27,2019,Miami Heat,23,19,26,40,0,Houston Rockets,27,39,25,26,0
08:00 PM, November 27,2019,LA Clippers,35,29,28,29,0,Memphis Grizzlies,31,29,28,31,0
08:00 PM, November 27,2019,Atlanta Hawks,17,42,23,20,0,Milwaukee Bucks,33,27,21,30,0
08:30 PM, November 27,2019,Minnesota Timberwolves,22,35,24,32,0,San Antonio Spurs,24,23,31,23,0
