Time,Date,Year,Away Team,Away Team 1st,Away Team 2nd,Away Team 3rd,Away Team 4th,Away Team OT,Home Team,Home Team 1st,Home Team 2nd,Home Team 3rd,Home Team 4th,Home Team OT
07:30 PM, March 8,2020,Detroit Pistons,22,25,24,13,0,New York Knicks,27,22,23,24,0
09:00 PM, March 8,2020,Toronto Raptors,22,29,27,40,0,Sacramento Kings,22,28,24,39,0
07:30 PM, March 9,2020,Charlotte Hornets,32,31,31,28,16,Atlanta Hawks,32,34,32,24,21
09:00 PM, March 9,2020,Milwaukee Bucks,24,30,17,24,0,Denver Nuggets,39,23,14,33,0
09:00 PM, March 9,2020,Toronto Raptors,27,30,19,25,0,Utah Jazz,22,29,19,22,0
07:00 PM, March 10,2020,Boston Celtics,30,29,35,20,0,Indiana Pacers,22,28,30,31,0
07:00 PM, March 10,2020,New York Knicks,31,39,17,28,0,Washington Wizards,36,18,33,35,0
08:00 PM, March 10,2020,Cleveland Cavaliers,29,23,26,25,0,Chicago Bulls,27,27,24,30,0
08:00 PM, March 10,2020,Minnesota Timberwolves,35,21,24,31,0,Houston Rockets,26,26,31,34,0
08:00 PM, March 10,2020,Orlando Magic,27,23,35,35,0,Memphis Grizzlies,35,28,23,29,0
08:00 PM, March 10,2020,Dallas Mavericks,29,30,26,24,0,San Antonio Spurs,27,27,29,36,0
10:00 PM, March 10,2020,Phoenix Suns,28,25,25,27,0,Portland Trail Blazers,36,18,28,39,0
10:30 PM, March 10,2020,LA Clippers,35,41,35,20,0,Golden State Warriors,26,22,29,30,0
10:30 PM, March 10,2020,Brooklyn Nets,27,29,31,17,0,Los Angeles Lakers,33,25,22,22,0
07:00 PM, March 11,2020,Detroit Pistons,29,26,29,22,0,Philadelphia 76ers,34,36,29,25,0
07:30 PM, March 11,2020,New York Knicks,33,34,29,22,18,Atlanta Hawks,24,26,28,40,13
07:30 PM, March 11,2020,Charlotte Hornets,22,37,28,22,0,Miami Heat,40,11,26,21,0
08:00 PM, March 11,2020,Denver Nuggets,29,21,35,12,0,Dallas Mavericks,33,24,27,29,0
06:30 PM, July 30,2020,Utah Jazz,23,25,31,27,0,New Orleans Pelicans,26,34,27,17,0
09:00 PM, July 30,2020,LA Clippers,23,29,25,24,0,Los Angeles Lakers,35,19,22,27,0
02:30 PM, July 31,2020,Orlando Magic,36,34,41,17,0,Brooklyn Nets,39,20,23,36,0
04:00 PM, July 31,2020,Memphis Grizzlies,30,30,36,28,11,Portland Trail Blazers,35,33,25,31,16
04:00 PM, July 31,2020,Phoenix Suns,38,29,22,36,0,Washington Wizards,31,21,29,31,0
06:30 PM, July 31,2020,Boston Celtics,25,33,29,25,0,Milwaukee Bucks,33,31,23,32,0
08:00 PM, July 31,2020,Sacramento Kings,30,35,27,28,0,San Antonio Spurs,43,21,32,33,0
09:00 PM, July 31,2020,Houston Rockets,42,33,33,31,14,Dallas Mavericks,42,43,34,20,10
01:00 PM, August 1,2020,Miami Heat,28,28,38,31,0,Denver Nuggets,26,31,22,26,0
03:30 PM, August 1,2020,Utah Jazz,15,27,20,32,0,Oklahoma City Thunder,29,37,20,24,0
06:00 PM, August 1,2020,New Orleans Pelicans,25,20,21,37,0,LA Clippers,37,40,26,23,0
07:00 PM, August 1,2020,Philadelphia 76ers,29,26,32,34,0,Indiana Pacers,35,26,20,46,0
08:30 PM, August 1,2020,Los Angeles Lakers,21,23,26,22,0,Toronto Raptors,23,18,31,35,0
02:00 PM, August 2,2020,Washington Wizards,21,33,31,25,0,Brooklyn Nets,24,30,29,35,0
03:30 PM, August 2,2020,Portland Trail Blazers,24,24,38,38,0,Boston Celtics,37,30,27,34,0
04:00 PM, August 2,2020,San Antonio Spurs,31,28,26,23,0,Memphis Grizzlies,25,29,22,30,0
06:00 PM, August 2,2020,Sacramento Kings,26,28,24,38,0,Orlando Magic,44,34,35,19,0
08:30 PM, August 2,2020,Milwaukee Bucks,29,25,36,26,0,Houston Rockets,32,30,27,31,0
09:00 PM, August 2,2020,Dallas Mavericks,35,38,19,23,0,Phoenix Suns,23,37,36,21,0
01:30 PM, August 3,2020,Toronto Raptors,23,25,36,23,0,Miami Heat,17,27,35,24,0
04:00 PM, August 3,2020,Denver Nuggets,23,27,28,31,12,Oklahoma City Thunder,22,29,30,28,4
04:00 PM, August 3,2020,Indiana Pacers,20,36,34,21,0,Washington Wizards,21,26,21,32,0
06:30 PM, August 3,2020,Memphis Grizzlies,22,29,23,25,0,New Orleans Pelicans,26,32,21,30,0
08:00 PM, August 3,2020,San Antonio Spurs,32,30,25,43,0,Philadelphia 76ers,35,29,35,33,0
09:00 PM, August 3,2020,Los Angeles Lakers,24,34,28,30,0,Utah Jazz,24,32,20,32,0
01:30 PM, August 4,2020,Brooklyn Nets,40,33,21,25,0,Milwaukee Bucks,34,31,23,28,0
02:30 PM, August 4,2020,Dallas Mavericks,27,29,19,20,19,Sacramento Kings,37,23,22,13,15
04:00 PM, August 4,2020,Phoenix Suns,27,36,32,22,0,LA Clippers,23,33,35,24,0
06:00 PM, August 4,2020,Orlando Magic,22,28,26,33,0,Indiana Pacers,43,28,21,28,0
06:30 PM, August 4,2020,Boston Celtics,28,23,32,23,0,Miami Heat,33,30,28,21,0
09:00 PM, August 4,2020,Houston Rockets,24,32,24,22,0,Portland Trail Blazers,29,32,25,24,0
02:30 PM, August 5,2020,Memphis Grizzlies,31,24,33,27,0,Utah Jazz,25,39,25,35,0
04:00 PM, August 5,2020,Philadelphia 76ers,26,28,23,30,0,Washington Wizards,20,27,27,24,0
04:00 PM, August 5,2020,Denver Nuggets,32,30,27,43,0,San Antonio Spurs,28,37,24,37,0
06:30 PM, August 5,2020,Oklahoma City Thunder,26,26,29,24,0,Los Angeles Lakers,18,27,21,20,0
08:00 PM, August 5,2020,Toronto Raptors,26,29,23,31,0,Orlando Magic,11,24,33,31,0
09:00 PM, August 5,2020,Brooklyn Nets,25,27,25,38,0,Boston Celtics,34,37,35,43,0
01:30 PM, August 6,2020,New Orleans Pelicans,39,31,33,22,0,Sacramento Kings,49,28,40,23,0
04:00 PM, August 6,2020,Miami Heat,34,39,25,18,0,Milwaukee Bucks,25,31,36,38,0
04:00 PM, August 6,2020,Indiana Pacers,23,25,27,24,0,Phoenix Suns,28,24,34,28,0
06:30 PM, August 6,2020,LA Clippers,23,36,32,35,0,Dallas Mavericks,22,36,29,24,0
08:00 PM, August 6,2020,Portland Trail Blazers,27,35,30,33,0,Denver Nuggets,26,23,38,28,0
09:00 PM, August 6,2020,Los Angeles Lakers,26,30,23,18,0,Houston Rockets,33,32,29,19,0
01:00 PM, August 7,2020,Utah Jazz,27,23,34,27,0,San Antonio Spurs,36,24,36,23,0
04:00 PM, August 7,2020,Oklahoma City Thunder,37,23,18,14,0,Memphis Grizzlies,25,38,32,26,0
05:00 PM, August 7,2020,Sacramento Kings,27,26,29,24,0,Brooklyn Nets,24,39,30,26,0
06:30 PM, August 7,2020,Orlando Magic,23,27,29,22,0,Philadelphia 76ers,25,23,29,31,0
08:00 PM, August 7,2020,Washington Wizards,32,24,25,26,0,New Orleans Pelicans,28,26,37,27,0
09:00 PM, August 7,2020,Boston Celtics,21,31,39,31,0,Toronto Raptors,14,23,20,43,0
01:00 PM, August 8,2020,LA Clippers,34,35,26,27,0,Portland Trail Blazers,37,38,21,21,0
03:30 PM, August 8,2020,Utah Jazz,29,34,25,17,27,Denver Nuggets,15,34,30,26,29
06:00 PM, August 8,2020,Los Angeles Lakers,24,35,22,30,0,Indiana Pacers,34,20,33,29,0
07:30 PM, August 8,2020,Phoenix Suns,25,35,28,31,0,Miami Heat,32,28,26,26,0
08:30 PM, August 8,2020,Milwaukee Bucks,32,39,20,28,13,Dallas Mavericks,35,27,31,26,17
12:30 PM, August 9,2020,Washington Wizards,23,25,27,28,0,Oklahoma City Thunder,32,32,26,31,0
02:00 PM, August 9,2020,Memphis Grizzlies,25,29,17,28,0,Toronto Raptors,20,40,28,20,0
03:00 PM, August 9,2020,San Antonio Spurs,27,35,19,41,0,New Orleans Pelicans,19,26,32,36,0
05:00 PM, August 9,2020,Orlando Magic,29,22,35,26,7,Boston Celtics,28,27,32,25,10
06:30 PM, August 9,2020,Philadelphia 76ers,19,39,34,29,0,Portland Trail Blazers,33,34,24,33,0
08:00 PM, August 9,2020,Houston Rockets,23,38,32,36,0,Sacramento Kings,36,20,15,41,0
09:00 PM, August 9,2020,Brooklyn Nets,45,29,24,31,0,LA Clippers,24,39,31,26,0
02:30 PM, August 10,2020,Oklahoma City Thunder,37,27,17,20,0,Phoenix Suns,23,42,33,30,0
03:00 PM, August 10,2020,Dallas Mavericks,30,24,34,34,0,Utah Jazz,38,32,30,14,0
06:30 PM, August 10,2020,Toronto Raptors,36,31,21,26,0,Milwaukee Bucks,31,22,22,31,0
08:00 PM, August 10,2020,Indiana Pacers,19,29,23,21,0,Miami Heat,23,25,37,29,0
09:00 PM, August 10,2020,Denver Nuggets,25,34,29,33,0,Los Angeles Lakers,31,33,24,36,0
01:00 PM, August 11,2020,Brooklyn Nets,34,26,25,23,0,Orlando Magic,22,21,29,24,0
02:00 PM, August 11,2020,Houston Rockets,25,24,29,27,0,San Antonio Spurs,31,35,32,25,0
04:30 PM, August 11,2020,Phoenix Suns,23,40,32,35,0,Philadelphia 76ers,27,31,32,27,0
05:00 PM, August 11,2020,Boston Celtics,24,32,27,39,0,Memphis Grizzlies,17,23,33,34,0
06:30 PM, August 11,2020,Portland Trail Blazers,38,28,32,36,0,Dallas Mavericks,31,27,37,36,0
09:00 PM, August 11,2020,New Orleans Pelicans,29,32,23,22,0,Sacramento Kings,27,35,32,18,0
09:00 PM, August 11,2020,Milwaukee Bucks,24,42,33,27,0,Washington Wizards,21,35,28,29,0
04:00 PM, August 12,2020,Indiana Pacers,29,22,28,29,0,Houston Rockets,33,17,27,27,0
06:30 PM, August 12,2020,Toronto Raptors,25,30,35,35,0,Philadelphia 76ers,32,30,26,33,0
08:00 PM, August 12,2020,Miami Heat,42,24,34,15,0,Oklahoma City Thunder,29,33,20,34,0
09:00 PM, August 12,2020,LA Clippers,26,24,40,34,0,Denver Nuggets,25,33,34,19,0
12:00 PM, August 13,2020,Washington Wizards,26,30,22,18,0,Boston Celtics,21,30,26,13,0
01:30 PM, August 13,2020,Sacramento Kings,30,36,41,29,0,Los Angeles Lakers,40,16,28,38,0
04:00 PM, August 13,2020,Milwaukee Bucks,21,29,24,32,0,Memphis Grizzlies,22,38,33,26,0
04:00 PM, August 13,2020,Dallas Mavericks,25,32,22,23,0,Phoenix Suns,36,40,28,24,0
06:30 PM, August 13,2020,San Antonio Spurs,24,26,27,35,0,Utah Jazz,41,20,26,31,0
09:00 PM, August 13,2020,Portland Trail Blazers,31,42,24,37,0,Brooklyn Nets,31,36,37,29,0
09:00 PM, August 13,2020,New Orleans Pelicans,31,30,26,40,0,Orlando Magic,34,43,22,34,0
01:30 PM, August 14,2020,Denver Nuggets,23,27,26,33,0,Toronto Raptors,31,27,27,32,0
04:00 PM, August 14,2020,Miami Heat,13,31,26,22,0,Indiana Pacers,28,30,26,25,0
06:30 PM, August 14,2020,Oklahoma City Thunder,22,25,16,24,16,LA Clippers,21,16,33,17,20
09:00 PM, August 14,2020,Philadelphia 76ers,39,32,32,31,0,Houston Rockets,26,21,30,19,0
